site	sample	technology	lanes	depth	percent	type	value
HanXRQChr00c0001.71333	QPC2_IA2W-6.sort.bam	X10	3570_2	12	0.267204463862281	within_lane	0
HanXRQChr00c0001.71333	QPC2_IA2W-6.sort.bam	X10	3570_2	12	0.267204463862281	control	1
HanXRQChr00c0001.71333	HT239_P-036.sort.bam	HiSeq2500	3393_7	19	0.267204463862281	within_lane	0
HanXRQChr00c0001.71333	HT239_P-036.sort.bam	HiSeq2500	3393_7	19	0.267204463862281	control	1
HanXRQChr00c0001.71333	HT164_MO1W-3.sort.bam	X10	3563_7	11	0.267204463862281	within_lane	0
HanXRQChr00c0001.71333	HT164_MO1W-3.sort.bam	X10	3563_7	11	0.267204463862281	control	0
HanXRQChr00c0001.71333	HT360_SD1W-35.sort.bam	X10	3570_7	6	0.24388133932597	within_lane	0
HanXRQChr00c0001.71333	HT360_SD1W-35.sort.bam	X10	3570_7	6	0.24388133932597	control	0
HanXRQChr00c0001.71333	HT091_MK6-22.sort.bam	X10	3577_4;3564_4	29	0.267204463862281	within_lane	0
HanXRQChr00c0001.71333	HT091_MK6-22.sort.bam	X10	3577_4;3564_4	29	0.267204463862281	control	1
HanXRQChr00c0001.71333	HT228_KS2W-12.sort.bam	HiSeq2500	3441_6;3393_6	8	0.619857404176845	within_lane	0
HanXRQChr00c0001.71333	HT228_KS2W-12.sort.bam	HiSeq2500	3441_6;3393_6	8	0.619857404176845	control	0
HanXRQChr00c0001.71333	HT55_IA2W-17.sort.bam	HiSeq2500	3392_3	14	0.267204463862281	within_lane	0
HanXRQChr00c0001.71333	HT55_IA2W-17.sort.bam	HiSeq2500	3392_3	14	0.267204463862281	control	0
HanXRQChr00c0001.71333	HT014_IA2W-16.sort.bam	X10	3570_8	17	0.267204463862281	within_lane	0
HanXRQChr00c0001.71333	HT014_IA2W-16.sort.bam	X10	3570_8	17	0.267204463862281	control	1
HanXRQChr00c0001.71333	HT353_ND1A-11.sort.bam	X10	3570_7	14	0.267204463862281	within_lane	1
HanXRQChr00c0001.71333	HT353_ND1A-11.sort.bam	X10	3570_7	14	0.267204463862281	control	0
HanXRQChr00c0001.71333	HT210_MO1A-25.sort.bam	HiSeq2500	3441_7;3393_5	8	0.645233407095129	within_lane	0
HanXRQChr00c0001.71333	HT210_MO1A-25.sort.bam	HiSeq2500	3441_7;3393_5	8	0.645233407095129	control	1
HanXRQChr00c0001.71333	HT183_MK6-11.sort.bam	HiSeq2500	3441_7;3393_3	18	0.60649663963062	within_lane	0
HanXRQChr00c0001.71333	HT183_MK6-11.sort.bam	HiSeq2500	3441_7;3393_3	18	0.60649663963062	control	0
HanXRQChr00c0001.71333	HT331_P-10.sort.bam	X10	3577_3;3564_3	22	0.267204463862281	within_lane	0
HanXRQChr00c0001.71333	HT331_P-10.sort.bam	X10	3577_3;3564_3	22	0.267204463862281	control	0
HanXRQChr00c0001.71333	HT192_ND1A-40.sort.bam	HiSeq2500	3392_3	19	0.267204463862281	within_lane	0
HanXRQChr00c0001.71333	HT192_ND1A-40.sort.bam	HiSeq2500	3392_3	19	0.267204463862281	control	0
HanXRQChr00c0001.71333	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	24	0.267204463862281	within_lane	1
HanXRQChr00c0001.71333	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	24	0.267204463862281	control	0
HanXRQChr00c0001.71335	Q075_IA1W-1.sort.bam	X10	3577_6;3564_6	16	0.819586043210942	within_lane	1
HanXRQChr00c0001.71335	Q075_IA1W-1.sort.bam	X10	3577_6;3564_6	16	0.819586043210942	control	1
HanXRQChr00c0001.71335	HT089_MK5-27.sort.bam	X10	3563_7	24	0.819586043210942	within_lane	1
HanXRQChr00c0001.71335	HT089_MK5-27.sort.bam	X10	3563_7	24	0.819586043210942	control	0
HanXRQChr00c0001.71335	HT370_MO1A-33.sort.bam	X10	3570_8	24	0.819586043210942	within_lane	1
HanXRQChr00c0001.71335	HT370_MO1A-33.sort.bam	X10	3570_8	24	0.819586043210942	control	1
HanXRQChr00c0001.71346	HT30_IA2A-31R.sort.bam	HiSeq2500	3441_5;3392_1	6	0.391649387578128	within_lane	0
HanXRQChr00c0001.71346	HT30_IA2A-31R.sort.bam	HiSeq2500	3441_5;3392_1	6	0.391649387578128	control	1
HanXRQChr00c0001.71346	HT206_MK8-10.sort.bam	HiSeq2500	3393_4	14	0.169103755947547	within_lane	0
HanXRQChr00c0001.71346	HT206_MK8-10.sort.bam	HiSeq2500	3393_4	14	0.169103755947547	control	0
HanXRQChr00c0001.71356	HT013_SD2W-18.sort.bam	X10	3570_8	18	0.0307930877707941	within_lane	0
HanXRQChr00c0001.71356	HT013_SD2W-18.sort.bam	X10	3570_8	18	0.0307930877707941	control	0
HanXRQChr00c0001.71356	HT138_MK8-12.sort.bam	X10	3563_7	20	0.0307930877707941	within_lane	0
HanXRQChr00c0001.71356	HT138_MK8-12.sort.bam	X10	3563_7	20	0.0307930877707941	control	1
HanXRQChr00c0001.71356	HT033N_IA2W-38.sort.bam	X10	3570_2	16	0.0307930877707941	within_lane	0
HanXRQChr00c0001.71356	HT033N_IA2W-38.sort.bam	X10	3570_2	16	0.0307930877707941	control	0
HanXRQChr00c0001.71369	HT311_SK1W-29R.sort.bam	X10	3577_2;3564_2	14	0.0604852341834903	within_lane	0
HanXRQChr00c0001.71369	HT311_SK1W-29R.sort.bam	X10	3577_2;3564_2	14	0.0604852341834903	control	0
HanXRQChr00c0001.71369	HT272_IA1W-39.sort.bam	X10	3577_1;3564_1	18	0.0604852341834903	within_lane	0
HanXRQChr00c0001.71369	HT272_IA1W-39.sort.bam	X10	3577_1;3564_1	18	0.0604852341834903	control	0
HanXRQChr00c0001.71382	QPD5_MK4-9.sort.bam	X10	3577_5;3564_5	12	0.060282731944643	within_lane	0
HanXRQChr00c0001.71382	QPD5_MK4-9.sort.bam	X10	3577_5;3564_5	12	0.060282731944643	control	0
HanXRQChr00c0001.71382	HT287_P-101.sort.bam	X10	3577_2;3564_2	40	0.060282731944643	within_lane	0
HanXRQChr00c0001.71382	HT287_P-101.sort.bam	X10	3577_2;3564_2	40	0.060282731944643	control	0
HanXRQChr00c0001.71393	Q144C_ND1W-31.sort.bam	X10	3570_2	15	0.143390475234592	within_lane	0
HanXRQChr00c0001.71393	Q144C_ND1W-31.sort.bam	X10	3570_2	15	0.143390475234592	control	1
HanXRQChr00c0001.71393	HT237_MO1W-38.sort.bam	X10	3577_4;3564_4	30	0.143390475234592	within_lane	0
HanXRQChr00c0001.71393	HT237_MO1W-38.sort.bam	X10	3577_4;3564_4	30	0.143390475234592	control	0
HanXRQChr00c0001.71393	HT091_MK6-22.sort.bam	X10	3577_4;3564_4	24	0.143390475234592	within_lane	0
HanXRQChr00c0001.71393	HT091_MK6-22.sort.bam	X10	3577_4;3564_4	24	0.143390475234592	control	1
HanXRQChr00c0001.71393	Q100_SD2W-23R.sort.bam	X10	3570_1	10	0.143390475234592	within_lane	1
HanXRQChr00c0001.71393	Q100_SD2W-23R.sort.bam	X10	3570_1	10	0.143390475234592	control	0
HanXRQChr00c0001.71393	HT318_IA2A-11.sort.bam	X10	3577_2;3564_2	17	0.143390475234592	within_lane	1
HanXRQChr00c0001.71393	HT318_IA2A-11.sort.bam	X10	3577_2;3564_2	17	0.143390475234592	control	0
HanXRQChr00c0001.71420	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	27	0.059486098882167	within_lane	0
HanXRQChr00c0001.71420	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	27	0.059486098882167	control	0
HanXRQChr00c0001.71420	HT255_KS1W-29.sort.bam	X10	3563_8	17	0.059486098882167	within_lane	1
HanXRQChr00c0001.71420	HT255_KS1W-29.sort.bam	X10	3563_8	17	0.059486098882167	control	0
HanXRQChr00c0001.71420	HT156_MK4-13.sort.bam	HiSeq2500	3393_1	10	0.0301737092953545	within_lane	0
HanXRQChr00c0001.71420	HT156_MK4-13.sort.bam	HiSeq2500	3393_1	10	0.0301737092953545	control	0
HanXRQChr00c0001.71420	HT344_KS1A-25.sort.bam	X10	3577_3;3564_3	29	0.059486098882167	within_lane	0
HanXRQChr00c0001.71420	HT344_KS1A-25.sort.bam	X10	3577_3;3564_3	29	0.059486098882167	control	1
HanXRQChr00c0001.71420	HT270_IA1W_11R.sort.bam	X10	3577_1;3564_1	21	0.059486098882167	within_lane	0
HanXRQChr00c0001.71420	HT270_IA1W_11R.sort.bam	X10	3577_1;3564_1	21	0.059486098882167	control	0
HanXRQChr00c0001.71438	HT260_MK1-4.sort.bam	X10	3577_1;3564_1	12	0.142035378495766	within_lane	0
HanXRQChr00c0001.71438	HT260_MK1-4.sort.bam	X10	3577_1;3564_1	12	0.142035378495766	control	0
HanXRQChr00c0001.71438	HT174_MK1-9.sort.bam	HiSeq2500	3441_5;3393_2	5	0.379108308077915	within_lane	0
HanXRQChr00c0001.71438	HT174_MK1-9.sort.bam	HiSeq2500	3441_5;3393_2	5	0.379108308077915	control	1
HanXRQChr00c0001.71438	HT299_MK5-1.sort.bam	X10	3570_6	11	0.168054190660584	within_lane	0
HanXRQChr00c0001.71438	HT299_MK5-1.sort.bam	X10	3570_6	11	0.168054190660584	control	0
HanXRQChr00c0001.71438	HT41_MK7-20.sort.bam	HiSeq2500	3441_6;3392_2	8	0.410017709957694	within_lane	0
HanXRQChr00c0001.71438	HT41_MK7-20.sort.bam	HiSeq2500	3441_6;3392_2	8	0.410017709957694	control	1
HanXRQChr00c0001.71438	HT368_MK1-24.sort.bam	X10	3570_7	19	0.168054190660584	within_lane	0
HanXRQChr00c0001.71438	HT368_MK1-24.sort.bam	X10	3570_7	19	0.168054190660584	control	0
HanXRQChr00c0001.71438	HT013_SD2W-18.sort.bam	X10	3570_8	14	0.168054190660584	within_lane	0
HanXRQChr00c0001.71438	HT013_SD2W-18.sort.bam	X10	3570_8	14	0.168054190660584	control	0
HanXRQChr00c0001.71438	HT353_ND1A-11.sort.bam	X10	3570_7	16	0.168054190660584	within_lane	0
HanXRQChr00c0001.71438	HT353_ND1A-11.sort.bam	X10	3570_7	16	0.168054190660584	control	0
HanXRQChr00c0001.71438	HT247_IA1W-33.sort.bam	X10	3563_8	13	0.142035378495766	within_lane	0
HanXRQChr00c0001.71438	HT247_IA1W-33.sort.bam	X10	3563_8	13	0.142035378495766	control	0
HanXRQChr00c0001.71440	HT027_P-37.sort.bam	X10	3577_4;3564_4	44	0.114882049750574	within_lane	0
HanXRQChr00c0001.71440	HT027_P-37.sort.bam	X10	3577_4;3564_4	44	0.114882049750574	control	0
HanXRQChr00c0001.71440	HT176_MK2-7.sort.bam	HiSeq2500	3441_7;3393_2	10	0.232167342982807	within_lane	1
HanXRQChr00c0001.71440	HT176_MK2-7.sort.bam	HiSeq2500	3441_7;3393_2	10	0.232167342982807	control	0
HanXRQChr00c0001.71440	Q046_KS2W-24.sort.bam	X10	3577_6;3564_6	8	0.087391340931509	within_lane	0
HanXRQChr00c0001.71440	Q046_KS2W-24.sort.bam	X10	3577_6;3564_6	8	0.087391340931509	control	0
HanXRQChr00c0001.71440	HT314_MO1A-31.sort.bam	X10	3577_2;3564_2	88	0.114882049750574	within_lane	1
HanXRQChr00c0001.71440	HT314_MO1A-31.sort.bam	X10	3577_2;3564_2	88	0.114882049750574	control	1
HanXRQChr00c0001.71450	HT027_P-37.sort.bam	X10	3577_4;3564_4	50	0.113435844551659	within_lane	0
HanXRQChr00c0001.71450	HT027_P-37.sort.bam	X10	3577_4;3564_4	50	0.113435844551659	control	0
HanXRQChr00c0001.71450	HT160_MK7-23.sort.bam	HiSeq2500	3441_7;3393_1	20	0.321561410317697	within_lane	1
HanXRQChr00c0001.71450	HT160_MK7-23.sort.bam	HiSeq2500	3441_7;3393_1	20	0.321561410317697	control	1
HanXRQChr00c0001.71453	HT311_SK1W-29R.sort.bam	X10	3577_2;3564_2	10	0.215279681552337	within_lane	0
HanXRQChr00c0001.71453	HT311_SK1W-29R.sort.bam	X10	3577_2;3564_2	10	0.215279681552337	control	0
HanXRQChr00c0001.71453	HT224_KS2A-16.sort.bam	HiSeq2500	3441_7;3393_6	7	0.482830831653549	within_lane	1
HanXRQChr00c0001.71453	HT224_KS2A-16.sort.bam	HiSeq2500	3441_7;3393_6	7	0.482830831653549	control	1
HanXRQChr00c0001.71477	HT244_IA1A-25.sort.bam	X10	3563_8	30	0.835210528796288	within_lane	1
HanXRQChr00c0001.71477	HT244_IA1A-25.sort.bam	X10	3563_8	30	0.835210528796288	control	1
HanXRQChr00c0001.71477	HT154_MK3-33.sort.bam	HiSeq2500	3393_1	12	0.829640700394622	within_lane	1
HanXRQChr00c0001.71477	HT154_MK3-33.sort.bam	HiSeq2500	3393_1	12	0.829640700394622	control	1
HanXRQChr00c0001.71477	HT340_IA1A-4.sort.bam	X10	3577_3;3564_3	26	0.835210528796288	within_lane	1
HanXRQChr00c0001.71477	HT340_IA1A-4.sort.bam	X10	3577_3;3564_3	26	0.835210528796288	control	1
HanXRQChr00c0001.71477	HT128_MK1-25.sort.bam	HiSeq2500	3392_7	5	0.829640700394622	within_lane	1
HanXRQChr00c0001.71477	HT128_MK1-25.sort.bam	HiSeq2500	3392_7	5	0.829640700394622	control	0
HanXRQChr00c0001.71477	HT68_MO1W-7.sort.bam	HiSeq2500	3392_3	25	0.835210528796288	within_lane	1
HanXRQChr00c0001.71477	HT68_MO1W-7.sort.bam	HiSeq2500	3392_3	25	0.835210528796288	control	1
HanXRQChr00c0001.71477	HT011_IA2W-37.sort.bam	X10	3570_8	9	0.829640700394622	within_lane	1
HanXRQChr00c0001.71477	HT011_IA2W-37.sort.bam	X10	3570_8	9	0.829640700394622	control	0
HanXRQChr00c0001.71499	HT237_MO1W-38.sort.bam	X10	3577_4;3564_4	23	0.167017534079802	within_lane	0
HanXRQChr00c0001.71499	HT237_MO1W-38.sort.bam	X10	3577_4;3564_4	23	0.167017534079802	control	0
HanXRQChr00c0001.71499	HT368_MK1-24.sort.bam	X10	3570_7	20	0.167017534079802	within_lane	0
HanXRQChr00c0001.71499	HT368_MK1-24.sort.bam	X10	3570_7	20	0.167017534079802	control	0
HanXRQChr00c0001.71499	Q092_MK4-19.sort.bam	X10	3570_1	14	0.167017534079802	within_lane	0
HanXRQChr00c0001.71499	Q092_MK4-19.sort.bam	X10	3570_1	14	0.167017534079802	control	0
HanXRQChr00c0001.71501	Q021B_IA1W-2.sort.bam	X10	3577_6;3564_6	10	0.72400808885099	within_lane	1
HanXRQChr00c0001.71501	Q021B_IA1W-2.sort.bam	X10	3577_6;3564_6	10	0.72400808885099	control	0
HanXRQChr00c0001.71501	HT154_MK3-33.sort.bam	HiSeq2500	3393_1	11	0.72400808885099	within_lane	1
HanXRQChr00c0001.71501	HT154_MK3-33.sort.bam	HiSeq2500	3393_1	11	0.72400808885099	control	1
HanXRQChr00c0001.71501	HT340_IA1A-4.sort.bam	X10	3577_3;3564_3	25	0.732854791282009	within_lane	1
HanXRQChr00c0001.71501	HT340_IA1A-4.sort.bam	X10	3577_3;3564_3	25	0.732854791282009	control	0
HanXRQChr00c0001.71501	HT128_MK1-25.sort.bam	HiSeq2500	3392_7	5	0.72400808885099	within_lane	1
HanXRQChr00c0001.71501	HT128_MK1-25.sort.bam	HiSeq2500	3392_7	5	0.72400808885099	control	1
HanXRQChr00c0001.71501	HT68_MO1W-7.sort.bam	HiSeq2500	3392_3	27	0.732854791282009	within_lane	1
HanXRQChr00c0001.71501	HT68_MO1W-7.sort.bam	HiSeq2500	3392_3	27	0.732854791282009	control	0
HanXRQChr00c0001.71501	QPC4_IA2A-4.sort.bam	X10	3577_5;3564_5	12	0.732854791282009	within_lane	0
HanXRQChr00c0001.71501	QPC4_IA2A-4.sort.bam	X10	3577_5;3564_5	12	0.732854791282009	control	0
HanXRQChr00c0001.71501	HT139_MO1A-26.sort.bam	X10	3563_7	11	0.732854791282009	within_lane	1
HanXRQChr00c0001.71501	HT139_MO1A-26.sort.bam	X10	3563_7	11	0.732854791282009	control	1
HanXRQChr00c0001.71501	QPG4_KS2W-35.sort.bam	X10	3577_5;3564_5	9	0.732854791282009	within_lane	0
HanXRQChr00c0001.71501	QPG4_KS2W-35.sort.bam	X10	3577_5;3564_5	9	0.732854791282009	control	1
HanXRQChr00c0001.71501	HT352_MO1W-33.sort.bam	X10	3570_7	17	0.732854791282009	within_lane	1
HanXRQChr00c0001.71501	HT352_MO1W-33.sort.bam	X10	3570_7	17	0.732854791282009	control	0
HanXRQChr00c0001.71501	HT011_IA2W-37.sort.bam	X10	3570_8	9	0.72400808885099	within_lane	1
HanXRQChr00c0001.71501	HT011_IA2W-37.sort.bam	X10	3570_8	9	0.72400808885099	control	0
HanXRQChr00c0001.71501	Q027_SD1A-4.sort.bam	X10	3577_6;3564_6	9	0.732854791282009	within_lane	1
HanXRQChr00c0001.71501	Q027_SD1A-4.sort.bam	X10	3577_6;3564_6	9	0.732854791282009	control	1
HanXRQChr00c0001.71529	HT131_MK2-32.sort.bam	X10	3563_7	6	0.396673239721869	within_lane	0
HanXRQChr00c0001.71529	HT131_MK2-32.sort.bam	X10	3563_7	6	0.396673239721869	control	1
HanXRQChr00c0001.71532	HT185_MK8-2.sort.bam	HiSeq2500	3441_7;3393_3	8	0.170701594912605	within_lane	0
HanXRQChr00c0001.71532	HT185_MK8-2.sort.bam	HiSeq2500	3441_7;3393_3	8	0.170701594912605	control	0
HanXRQChr00c0001.71532	Q093_MK7-13.sort.bam	X10	3579_1;3564_8	22	0.0894157948292329	within_lane	0
HanXRQChr00c0001.71532	Q093_MK7-13.sort.bam	X10	3579_1;3564_8	22	0.0894157948292329	control	1
HanXRQChr00c0001.71532	HT259_KS2E-6.sort.bam	X10	3577_1;3564_1	17	0.0894157948292329	within_lane	0
HanXRQChr00c0001.71532	HT259_KS2E-6.sort.bam	X10	3577_1;3564_1	17	0.0894157948292329	control	0
HanXRQChr00c0001.71532	QPG4_KS2W-35.sort.bam	X10	3577_5;3564_5	8	0.0894157948292329	within_lane	0
HanXRQChr00c0001.71532	QPG4_KS2W-35.sort.bam	X10	3577_5;3564_5	8	0.0894157948292329	control	0
HanXRQChr00c0001.71532	HT302_Man-5.sort.bam	X10	3570_6	8	0.0894157948292329	within_lane	0
HanXRQChr00c0001.71532	HT302_Man-5.sort.bam	X10	3570_6	8	0.0894157948292329	control	0
HanXRQChr00c0001.71532	HT320_KS1A-11.sort.bam	X10	3577_3;3564_3	11	0.0894157948292329	within_lane	0
HanXRQChr00c0001.71532	HT320_KS1A-11.sort.bam	X10	3577_3;3564_3	11	0.0894157948292329	control	0
HanXRQChr00c0001.71533	HT282_P-18.sort.bam	X10	3570_5	10	0.486320278370995	within_lane	1
HanXRQChr00c0001.71533	HT282_P-18.sort.bam	X10	3570_5	10	0.486320278370995	control	1
HanXRQChr00c0001.71533	HT229_Man-6.sort.bam	HiSeq2500	3393_6	9	0.46946445123003	within_lane	0
HanXRQChr00c0001.71533	HT229_Man-6.sort.bam	HiSeq2500	3393_6	9	0.46946445123003	control	0
HanXRQChr00c0001.71533	Q046_KS2W-24.sort.bam	X10	3577_6;3564_6	14	0.486320278370995	within_lane	0
HanXRQChr00c0001.71533	Q046_KS2W-24.sort.bam	X10	3577_6;3564_6	14	0.486320278370995	control	0
HanXRQChr00c0001.71533	HT344_KS1A-25.sort.bam	X10	3577_3;3564_3	23	0.486320278370995	within_lane	0
HanXRQChr00c0001.71533	HT344_KS1A-25.sort.bam	X10	3577_3;3564_3	23	0.486320278370995	control	1
HanXRQChr00c0001.71533	QPB4_IA2A-9.sort.bam	X10	3570_3	12	0.256263913824698	within_lane	0
HanXRQChr00c0001.71533	QPB4_IA2A-9.sort.bam	X10	3570_3	12	0.256263913824698	control	0
HanXRQChr00c0001.71533	HT038_MK1-31.sort.bam	X10	3577_4;3564_4	10	0.486320278370995	within_lane	0
HanXRQChr00c0001.71533	HT038_MK1-31.sort.bam	X10	3577_4;3564_4	10	0.486320278370995	control	0
HanXRQChr00c0001.71533	HT088_MK4-29.sort.bam	X10	3577_4;3564_4	10	0.486320278370995	within_lane	0
HanXRQChr00c0001.71533	HT088_MK4-29.sort.bam	X10	3577_4;3564_4	10	0.486320278370995	control	0
HanXRQChr00c0001.71533	Q092_MK4-19.sort.bam	X10	3570_1	12	0.46946445123003	within_lane	0
HanXRQChr00c0001.71533	Q092_MK4-19.sort.bam	X10	3570_1	12	0.46946445123003	control	0
HanXRQChr00c0001.71533	HT115_MO1A-23.sort.bam	HiSeq2500	3392_6	11	0.46946445123003	within_lane	0
HanXRQChr00c0001.71533	HT115_MO1A-23.sort.bam	HiSeq2500	3392_6	11	0.46946445123003	control	0
HanXRQChr00c0001.71558	HT282_P-18.sort.bam	X10	3570_5	12	0.452087194810014	within_lane	0
HanXRQChr00c0001.71558	HT282_P-18.sort.bam	X10	3570_5	12	0.452087194810014	control	1
HanXRQChr00c0001.71558	HT365_IA2W-11.sort.bam	X10	3570_7	17	0.452087194810014	within_lane	0
HanXRQChr00c0001.71558	HT365_IA2W-11.sort.bam	X10	3570_7	17	0.452087194810014	control	0
HanXRQChr00c0001.71558	HT339_IA1A-3.sort.bam	X10	3577_3;3564_3	42	0.452087194810014	within_lane	1
HanXRQChr00c0001.71558	HT339_IA1A-3.sort.bam	X10	3577_3;3564_3	42	0.452087194810014	control	0
HanXRQChr00c0001.71558	HT82_N_MK2-25.sort.bam	HiSeq2500	3441_6;3393_6	5	0.829952378862005	within_lane	1
HanXRQChr00c0001.71558	HT82_N_MK2-25.sort.bam	HiSeq2500	3441_6;3393_6	5	0.829952378862005	control	1
HanXRQChr00c0001.71558	Q095B_SD2A-27.sort.bam	X10	3570_3	17	0.234629435300225	within_lane	0
HanXRQChr00c0001.71558	Q095B_SD2A-27.sort.bam	X10	3570_3	17	0.234629435300225	control	0
HanXRQChr00c0001.71558	QPG1_SD1W-15.sort.bam	X10	3570_3	8	0.234629435300225	within_lane	0
HanXRQChr00c0001.71558	QPG1_SD1W-15.sort.bam	X10	3570_3	8	0.234629435300225	control	1
HanXRQChr00c0001.71558	HT014_IA2W-16.sort.bam	X10	3570_8	10	0.452087194810014	within_lane	0
HanXRQChr00c0001.71558	HT014_IA2W-16.sort.bam	X10	3570_8	10	0.452087194810014	control	0
HanXRQChr00c0001.71558	HT314_MO1A-31.sort.bam	X10	3577_2;3564_2	69	0.452087194810014	within_lane	1
HanXRQChr00c0001.71558	HT314_MO1A-31.sort.bam	X10	3577_2;3564_2	69	0.452087194810014	control	1
HanXRQChr00c0001.71558	HT370_MO1A-33.sort.bam	X10	3570_8	25	0.452087194810014	within_lane	0
HanXRQChr00c0001.71558	HT370_MO1A-33.sort.bam	X10	3570_8	25	0.452087194810014	control	1
HanXRQChr00c0001.71558	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	17	0.452087194810014	within_lane	0
HanXRQChr00c0001.71558	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	17	0.452087194810014	control	0
HanXRQChr00c0001.71600	HT313_MK4-11.sort.bam	X10	3577_2;3564_2	45	0.0934353071584189	within_lane	0
HanXRQChr00c0001.71600	HT313_MK4-11.sort.bam	X10	3577_2;3564_2	45	0.0934353071584189	control	0
HanXRQChr00c0001.71600	HT038_MK1-31.sort.bam	X10	3577_4;3564_4	8	0.0934353071584189	within_lane	1
HanXRQChr00c0001.71600	HT038_MK1-31.sort.bam	X10	3577_4;3564_4	8	0.0934353071584189	control	0
HanXRQChr00c0001.71600	Q095B_SD2A-27.sort.bam	X10	3570_3	13	0.0426601574081652	within_lane	0
HanXRQChr00c0001.71600	Q095B_SD2A-27.sort.bam	X10	3570_3	13	0.0426601574081652	control	1
HanXRQChr00c0001.71622	HT188_MO1A-27.sort.bam	HiSeq2500	3441_7;3393_3	11	0.810178205001375	within_lane	0
HanXRQChr00c0001.71622	HT188_MO1A-27.sort.bam	HiSeq2500	3441_7;3393_3	11	0.810178205001375	control	1
HanXRQChr00c0001.71622	HT282_P-18.sort.bam	X10	3570_5	10	0.425290082048208	within_lane	1
HanXRQChr00c0001.71622	HT282_P-18.sort.bam	X10	3570_5	10	0.425290082048208	control	0
HanXRQChr00c0001.71622	Q114B_MO1A-18.sort.bam	X10	3570_1	9	0.445162767512258	within_lane	0
HanXRQChr00c0001.71622	Q114B_MO1A-18.sort.bam	X10	3570_1	9	0.445162767512258	control	1
HanXRQChr00c0001.71622	HT285_P-75.sort.bam	X10	3570_5	10	0.425290082048208	within_lane	1
HanXRQChr00c0001.71622	HT285_P-75.sort.bam	X10	3570_5	10	0.425290082048208	control	0
HanXRQChr00c0001.71622	HT39_MK6-13.sort.bam	HiSeq2500	3441_6;3392_1	6	0.842179902801153	within_lane	1
HanXRQChr00c0001.71622	HT39_MK6-13.sort.bam	HiSeq2500	3441_6;3392_1	6	0.842179902801153	control	0
HanXRQChr00c0001.71624	HT287_P-101.sort.bam	X10	3577_2;3564_2	17	0.844139348880723	within_lane	1
HanXRQChr00c0001.71624	HT287_P-101.sort.bam	X10	3577_2;3564_2	17	0.844139348880723	control	0
HanXRQChr00c0001.71624	Q144C_ND1W-31.sort.bam	X10	3570_2	8	0.844139348880723	within_lane	0
HanXRQChr00c0001.71624	Q144C_ND1W-31.sort.bam	X10	3570_2	8	0.844139348880723	control	1
HanXRQChr00c0001.71624	HT027_P-37.sort.bam	X10	3577_4;3564_4	21	0.844139348880723	within_lane	1
HanXRQChr00c0001.71624	HT027_P-37.sort.bam	X10	3577_4;3564_4	21	0.844139348880723	control	1
HanXRQChr00c0001.71624	Q038_KS1A-25R.sort.bam	X10	3577_6;3564_6	7	0.838164576497289	within_lane	1
HanXRQChr00c0001.71624	Q038_KS1A-25R.sort.bam	X10	3577_6;3564_6	7	0.838164576497289	control	1
HanXRQChr00c0001.71624	HT100_SK1W-29.sort.bam	HiSeq2500	3392_5	7	0.801868147097025	within_lane	1
HanXRQChr00c0001.71624	HT100_SK1W-29.sort.bam	HiSeq2500	3392_5	7	0.801868147097025	control	1
HanXRQChr00c0001.71624	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	22	0.844139348880723	within_lane	1
HanXRQChr00c0001.71624	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	22	0.844139348880723	control	1
HanXRQChr00c0001.71624	HT206_MK8-10.sort.bam	HiSeq2500	3393_4	6	0.838164576497289	within_lane	1
HanXRQChr00c0001.71624	HT206_MK8-10.sort.bam	HiSeq2500	3393_4	6	0.838164576497289	control	0
HanXRQChr00c0001.71624	HT134_MK5-25.sort.bam	HiSeq2500	3392_7	9	0.838164576497289	within_lane	1
HanXRQChr00c0001.71624	HT134_MK5-25.sort.bam	HiSeq2500	3392_7	9	0.838164576497289	control	1
HanXRQChr00c0001.71636	HT188_MO1A-27.sort.bam	HiSeq2500	3441_7;3393_3	9	0.804131644901201	within_lane	0
HanXRQChr00c0001.71636	HT188_MO1A-27.sort.bam	HiSeq2500	3441_7;3393_3	9	0.804131644901201	control	1
HanXRQChr00c0001.71636	HT023_IA1A-2.sort.bam	X10	3577_4;3564_4	5	0.43895453353513	within_lane	0
HanXRQChr00c0001.71636	HT023_IA1A-2.sort.bam	X10	3577_4;3564_4	5	0.43895453353513	control	0
HanXRQChr00c0001.71636	HT137_MK7-25.sort.bam	HiSeq2500	3392_8	6	0.419251506285259	within_lane	1
HanXRQChr00c0001.71636	HT137_MK7-25.sort.bam	HiSeq2500	3392_8	6	0.419251506285259	control	0
HanXRQChr00c0001.71636	HT129_MK2-3.sort.bam	HiSeq2500	3392_7	5	0.419251506285259	within_lane	1
HanXRQChr00c0001.71636	HT129_MK2-3.sort.bam	HiSeq2500	3392_7	5	0.419251506285259	control	1
